id,citation_id
10.1145/3442188.3445918,10.1038/d41586-021-01812-3
10.1145/3442188.3445918,10.2139/ssrn.4064091
10.1145/3442188.3445918,10.1145/3626234
10.1145/3442188.3445919,10.4018/979-8-3693-1766-2.ch013
10.1145/3442188.3445919,10.1007/s10506-022-09343-6
10.1145/3442188.3445919,10.1080/01621459.2022.2142591
10.1145/3442188.3445919,10.1145/3594739.3610676
10.1145/3442188.3445919,10.1145/3610203
10.1145/3442188.3445919,10.1073/pnas.2303370120
10.1145/3442188.3445919,10.3989/isegoria.2023.68.23
10.1145/3442188.3445919,10.1145/3600211.3604705
10.1145/3442188.3445919,10.1007/s10551-023-05380-6
10.1145/3442188.3445919,10.1038/s43588-023-00485-4
10.1145/3442188.3445919,10.1145/3593013.3594068
10.1145/3442188.3445919,10.1145/3593013.3594067
10.1145/3442188.3445919,10.1145/3593013.3594051
10.1145/3442188.3445919,10.1145/3593013.3594033
10.1145/3442188.3445919,10.1145/3593013.3594026
10.1145/3442188.3445919,10.1145/3593013.3594005
10.1145/3442188.3445919,10.1145/3593013.3593976
10.1145/3442188.3445919,10.1109/ETHICS57328.2023.10154992
10.1145/3442188.3445919,10.1002/asi.24643
10.1145/3442188.3445919,10.1145/3544548.3580980
10.1145/3442188.3445919,10.1007/s43681-022-00183-3
10.1145/3442188.3445919,10.2139/ssrn.4476512
10.1145/3442188.3445919,10.1007/s10618-022-00854-z
10.1145/3442188.3445919,10.1145/3551624.3555302
10.1145/3442188.3445919,10.1145/3551624.3555296
10.1145/3442188.3445919,10.1080/13552074.2022.2117931
10.1145/3442188.3445919,10.1145/3514094.3534132
10.1145/3442188.3445919,10.1177/20539517221115426
10.1145/3442188.3445919,10.1145/3531146.3534645
10.1145/3442188.3445919,10.1145/3531146.3534635
10.1145/3442188.3445919,10.1145/3531146.3533241
10.1145/3442188.3445919,10.1145/3531146.3533223
10.1145/3442188.3445919,10.1145/3531146.3533207
10.1145/3442188.3445919,10.1145/3531146.3533186
10.1145/3442188.3445919,10.1145/3531146.3533156
10.1145/3442188.3445919,10.1145/3531146.3533107
10.1145/3442188.3445919,10.1145/3531146.3533101
10.1145/3442188.3445919,10.1145/3485447.3512046
10.1145/3442188.3445919,10.22367/jem.2022.44.18
10.1145/3442188.3445919,10.2139/ssrn.4051254
10.1145/3442188.3445919,10.1177/20539517221089305
10.1145/3442188.3445919,10.1145/3479594
10.1145/3442188.3445919,10.1145/3465416.3483286
10.1145/3442188.3445919,10.1007/978-3-030-85529-1_21
10.1145/3442188.3445919,10.1016/j.cardfail.2021.04.021
10.1145/3442188.3445919,10.1145/3461702.3462587
10.1145/3442188.3445919,10.1145/3461702.3462519
10.1145/3442188.3445919,10.1111/biom.13378
10.1145/3442188.3445919,10.2139/ssrn.4072912
10.1145/3442188.3445919,10.2139/ssrn.3489440
10.1145/3442188.3445920,10.1145/3632120
10.1145/3442188.3445920,10.1109/ICCV51070.2023.01863
10.1145/3442188.3445920,10.1145/3600211.3604662
10.1145/3442188.3445920,10.1109/CVPR52729.2023.01458
10.1145/3442188.3445920,10.1002/asi.24643
10.1145/3442188.3445920,10.1145/3544548.3580980
10.1145/3442188.3445920,10.1145/3579488
10.1145/3442188.3445920,10.1109/TBIOM.2022.3222048
10.1145/3442188.3445920,10.1109/TIP.2023.3282837
10.1145/3442188.3445920,10.1109/ICITR57877.2022.9993277
10.1145/3442188.3445920,10.1007/s10618-022-00854-z
10.1145/3442188.3445920,10.1145/3551624.3555294
10.1145/3442188.3445920,10.1145/3531146.3533184
10.1145/3442188.3445920,10.1145/3531146.3533080
10.1145/3442188.3445920,10.1109/CVPR52688.2022.01309
10.1145/3442188.3445920,10.1109/CVPR52688.2022.01012
10.1145/3442188.3445920,10.1109/ACCESS.2022.3158967
10.1145/3442188.3445920,10.1109/ICCV48922.2021.01456
10.1145/3442188.3445920,10.1016/j.patter.2021.100241
10.1145/3442188.3445921,10.1109/JIOT.2023.3318369
10.1145/3442188.3445921,10.1007/s11023-023-09654-w
10.1145/3442188.3445921,10.1007/s44206-023-00074-y
10.1145/3442188.3445921,10.1007/s44206-023-00063-1
10.1145/3442188.3445921,10.1146/annurev-lawsocsci-020223-040749
10.1145/3442188.3445921,10.1016/j.ijar.2023.108982
10.1145/3442188.3445921,10.1145/3593013.3594093
10.1145/3442188.3445921,10.1145/3593013.3594090
10.1145/3442188.3445921,10.1145/3593013.3594073
10.1145/3442188.3445921,10.1007/s43681-023-00289-2
10.1145/3442188.3445921,10.1007/s43681-022-00171-7
10.1145/3442188.3445921,10.1145/3544548.3581463
10.1145/3442188.3445921,10.1007/s43681-022-00178-0
10.1145/3442188.3445921,10.1017/dap.2022.39
10.1145/3442188.3445921,10.1109/TPS-ISA56441.2022.00013
10.1145/3442188.3445921,10.1016/j.plas.2022.100068
10.1145/3442188.3445921,10.1007/s44206-022-00022-2
10.1145/3442188.3445921,10.1007/s11023-022-09611-z
10.1145/3442188.3445921,10.1016/j.iot.2022.100556
10.1145/3442188.3445921,10.1145/3531146.3534628
10.1145/3442188.3445921,10.1145/3531146.3533145
10.1145/3442188.3445921,10.1145/3531146.3533133
10.1145/3442188.3445921,10.1145/3531146.3533113
10.1145/3442188.3445921,10.1145/3532107.3532875
10.1145/3442188.3445921,10.1080/13600869.2021.1999075
10.1145/3442188.3445921,10.22367/jem.2022.44.18
10.1145/3442188.3445921,10.1007/978-3-031-14841-5_6
10.1145/3442188.3445921,10.1007/978-3-031-09846-8_11
10.1145/3442188.3445921,10.1007/978-3-030-98997-2_4
10.1145/3442188.3445921,10.1145/3495001
10.1145/3442188.3445921,10.1108/DPRG-03-2021-0047
10.1145/3442188.3445921,10.1007/s43681-021-00067-y
10.1145/3442188.3445921,10.1109/ETHICS53270.2021.9632769
10.1145/3442188.3445921,10.1145/3461702.3462572
10.1145/3442188.3445921,10.3233/AIC-210080
10.1145/3442188.3445921,10.2139/ssrn.3937983
10.1145/3442188.3445921,10.2139/ssrn.3777093
10.1145/3442188.3445921,10.2139/ssrn.3679975
10.1145/3442188.3445922,10.1016/j.resplu.2024.100587
10.1145/3442188.3445922,10.1016/j.amper.2023.100162
10.1145/3442188.3445922,10.1007/s10515-024-00421-4
10.1145/3442188.3445922,10.1007/s10515-023-00407-8
10.1145/3442188.3445922,10.1007/s44206-024-00094-2
10.1145/3442188.3445922,10.1145/3633287
10.1145/3442188.3445922,10.1145/3617680
10.1145/3442188.3445922,10.1145/3606261
10.1145/3442188.3445922,10.1515/lingvan-2022-0114
10.1145/3442188.3445922,10.1145/3614407.3643707
10.1145/3442188.3445922,10.3390/heritage7030070
10.1145/3442188.3445922,10.1145/3610978.3640622
10.1145/3442188.3445922,10.1145/3610978.3638168
10.1145/3442188.3445922,10.1145/3610977.3634971
10.1145/3442188.3445922,10.1007/s43681-024-00438-1
10.1145/3442188.3445922,10.1145/3627508.3638345
10.1145/3442188.3445922,10.1145/3627508.3638333
10.1145/3442188.3445922,10.1145/3627508.3638330
10.1145/3442188.3445922,10.1145/3627508.3638298
10.1145/3442188.3445922,10.1145/3626252.3630949
10.1145/3442188.3445922,10.1145/3626252.3630927
10.1145/3442188.3445922,10.1038/s41586-024-07146-0
10.1145/3442188.3445922,10.1145/3616855.3636455
10.1145/3442188.3445922,10.1038/s41598-024-55686-2
10.1145/3442188.3445922,10.1038/s41562-024-01846-3
10.1145/3442188.3445922,10.1007/s11097-024-09970-1
10.1145/3442188.3445922,10.1177/20539517241235862
10.1145/3442188.3445922,10.1177/13684310241234028
10.1145/3442188.3445922,10.11141/ia.67.8
10.1145/3442188.3445922,10.1111/ele.14397
10.1145/3442188.3445922,10.1088/1361-6404/ad0f9c
10.1145/3442188.3445922,10.1016/j.nlp.2024.100060
10.1145/3442188.3445922,10.1016/j.jid.2023.12.019
10.1145/3442188.3445922,10.1016/j.heliyon.2024.e27026
10.1145/3442188.3445922,10.1016/j.cpa.2024.102722
10.1145/3442188.3445922,10.1007/s42438-023-00448-y
10.1145/3442188.3445922,10.1007/s42438-023-00436-2
10.1145/3442188.3445922,10.1007/s42438-023-00433-5
10.1145/3442188.3445922,10.1007/s42438-022-00389-y
10.1145/3442188.3445922,10.1007/s10849-023-09409-x
10.1145/3442188.3445922,10.1007/s10849-023-09408-y
10.1145/3442188.3445922,10.1007/s10676-024-09745-x
10.1145/3442188.3445922,10.1007/s10676-023-09742-6
10.1145/3442188.3445922,10.1007/s00101-024-01385-6
10.1145/3442188.3445922,10.1002/joe.22238
10.1145/3442188.3445922,10.62512/etlhe.11
10.1145/3442188.3445922,10.1145/3605943
10.1145/3442188.3445922,10.1057/s41254-024-00330-z
10.1145/3442188.3445922,10.37718/CSA.2023.08
10.1145/3442188.3445922,10.1365/s40702-024-01053-8
10.1145/3442188.3445922,10.4018/979-8-3693-0831-8.ch011
10.1145/3442188.3445922,10.1080/03066150.2023.2232997
10.1145/3442188.3445922,10.1080/10447318.2024.2316370
10.1145/3442188.3445922,10.1007/s43681-024-00431-8
10.1145/3442188.3445922,10.1007/s43681-024-00433-6
10.1145/3442188.3445922,10.1007/s11098-023-02094-3
10.1145/3442188.3445922,10.25071/2564-2855.36
10.1145/3442188.3445922,10.1108/ITSE-10-2023-0198
10.1145/3442188.3445922,10.1080/02681102.2023.2299351
10.1145/3442188.3445922,10.1007/s43681-023-00409-y
10.1145/3442188.3445922,10.1038/s41598-024-54271-x
10.1145/3442188.3445922,10.4018/979-8-3693-0240-8.ch010
10.1145/3442188.3445922,10.1002/jee.20581
10.1145/3442188.3445922,10.1080/17512786.2023.2246431
10.1145/3442188.3445922,10.3390/info15020093
10.1145/3442188.3445922,10.1007/s10606-023-09483-6
10.1145/3442188.3445922,10.7326/M23-2772
10.1145/3442188.3445922,10.1109/TSE.2023.3341624
10.1145/3442188.3445922,10.1109/MC.2023.3332850
10.1145/3442188.3445922,10.1016/j.tele.2023.102085
10.1145/3442188.3445922,10.1007/s00146-023-01861-4
10.1145/3442188.3445922,10.1177/00472816231226249
10.1145/3442188.3445922,10.1162/tacl_a_00633
10.1145/3442188.3445922,10.17159/sajs.2024/17147
10.1145/3442188.3445922,10.1007/s42438-024-00455-7
10.1145/3442188.3445922,10.1007/s12599-024-00851-0
10.1145/3442188.3445922,10.1007/s42113-023-00193-2
10.1145/3442188.3445922,10.3758/s13428-024-02337-z
10.1145/3442188.3445922,10.3389/fcomm.2024.1352628
10.1145/3442188.3445922,10.2196/49082
10.1145/3442188.3445922,10.1371/journal.pdig.0000417
10.1145/3442188.3445922,10.1146/annurev-psych-013123-123421
10.1145/3442188.3445922,10.1080/19312458.2023.2293713
10.1145/3442188.3445922,10.1017/S1351324923000542
10.1145/3442188.3445922,10.1080/0020174X.2023.2296468
10.1145/3442188.3445922,10.1007/s11245-023-09995-2
10.1145/3442188.3445922,10.1215/9781478027782-008
10.1145/3442188.3445922,10.1215/9781478027782-007
10.1145/3442188.3445922,10.1215/9781478027782-006
10.1145/3442188.3445922,10.1215/9781478027782-005
10.1145/3442188.3445922,10.1215/9781478027782-004
10.1145/3442188.3445922,10.1215/9781478027782-003
10.1145/3442188.3445922,10.1215/9781478027782-002
10.1145/3442188.3445922,10.1215/9781478027782-001
10.1145/3442188.3445922,10.1007/s43681-023-00405-2
10.1145/3442188.3445922,10.1515/lingvan-2022-0125
10.1145/3442188.3445922,10.1080/20551940.2023.2286769
10.1145/3442188.3445922,10.1080/01930826.2024.2292484
10.1145/3442188.3445922,10.2139/ssrn.4694565
10.1145/3442188.3445922,10.2139/ssrn.4687558
10.1145/3442188.3445922,10.17718/tojde.1248901
10.1145/3442188.3445922,10.14305/jn.29960819.2024.1.1.08
10.1145/3442188.3445922,10.14305/jn.29960819.2024.1.1.04
10.1145/3442188.3445922,10.1177/20563051231224401
10.1145/3442188.3445922,10.1177/2046147X231221828
10.1145/3442188.3445922,10.1177/07356331231191174
10.1145/3442188.3445922,10.1177/02655322231199501
10.1145/3442188.3445922,10.1136/jnis-2023-020353
10.1145/3442188.3445922,10.1109/TEM.2023.3339578
10.1145/3442188.3445922,10.1061/JGGEFK.GTENG-11828
10.1145/3442188.3445922,10.1038/s41558-023-01890-3
10.1145/3442188.3445922,10.1016/j.xcrm.2023.101356
10.1145/3442188.3445922,10.1016/j.ijinfomgt.2023.102749
10.1145/3442188.3445922,10.1016/j.ijar.2024.109128
10.1145/3442188.3445922,10.1016/j.eswa.2023.121115
10.1145/3442188.3445922,10.1016/j.cogsys.2023.101174
10.1145/3442188.3445922,10.1016/S2589-7500(23)00225-X
10.1145/3442188.3445922,10.1007/s11528-023-00900-7
10.1145/3442188.3445922,10.1007/s11528-023-00896-0
10.1145/3442188.3445922,10.1007/978-981-99-9836-4_2
10.1145/3442188.3445922,10.1007/978-981-99-9379-6_14
10.1145/3442188.3445922,10.1007/978-981-99-7569-3_2
10.1145/3442188.3445922,10.1007/978-3-662-67307-2_36
10.1145/3442188.3445922,10.1007/978-3-658-42478-7_1
10.1145/3442188.3445922,10.1007/978-3-031-54144-5_153
10.1145/3442188.3445922,10.1007/978-3-031-53827-8_2
10.1145/3442188.3445922,10.1007/978-3-031-52962-7_8
10.1145/3442188.3445922,10.1007/978-3-031-51560-6_11
10.1145/3442188.3445922,10.1007/978-3-031-50381-8_10
10.1145/3442188.3445922,10.1007/978-3-031-48189-5_5
10.1145/3442188.3445922,10.1007/978-3-031-45304-5_5
10.1145/3442188.3445922,10.1007/978-3-031-45304-5_28
10.1145/3442188.3445922,10.1007/978-3-031-45304-5_13
10.1145/3442188.3445922,10.1007/978-3-031-43260-6_2
10.1145/3442188.3445922,10.1007/978-3-031-39355-6_12
10.1145/3442188.3445922,10.1007/978-3-031-39101-9_14
10.1145/3442188.3445922,10.1093/jaac/kpad046
10.1145/3442188.3445922,10.1075/task.00022.poo
10.1145/3442188.3445922,10.1002/asi.24860
10.1145/3442188.3445922,10.1177/26349795231221699
10.1145/3442188.3445922,10.1177/17470161231220946
10.1145/3442188.3445922,10.3390/app14010224
10.1145/3442188.3445922,10.1007/s40979-023-00146-z
10.1145/3442188.3445922,10.61147/des.5
10.1145/3442188.3445922,10.1145/3623762.3633499
10.1145/3442188.3445922,10.4018/979-8-3693-0502-7.ch007
10.1145/3442188.3445922,10.1007/s43681-023-00408-z
10.1145/3442188.3445922,10.15388/Verb.42
10.1145/3442188.3445922,10.1111/joms.13032
10.1145/3442188.3445922,10.1007/s00146-023-01824-9
10.1145/3442188.3445922,10.1162/tacl_a_00626
10.1145/3442188.3445922,10.1073/pnas.2309583120
10.1145/3442188.3445922,10.1007/s43681-023-00382-6
10.1145/3442188.3445922,10.1177/23727322231220339
10.1145/3442188.3445922,10.1093/oxfordhb/9780197653609.013.16
10.1145/3442188.3445922,10.5964/bioling.13153
10.1145/3442188.3445922,10.54103/2037-3597/21990
10.1145/3442188.3445922,10.1145/3637211
10.1145/3442188.3445922,10.1109/BigData59044.2023.10386933
10.1145/3442188.3445922,10.1038/s43247-023-01084-x
10.1145/3442188.3445922,10.3390/su152416789
10.1145/3442188.3445922,10.14512/tatup.32.3.34
10.1145/3442188.3445922,10.1109/ICCIT60459.2023.10441326
10.1145/3442188.3445922,10.1007/s11023-023-09653-x
10.1145/3442188.3445922,10.14361/9783839467107-023
10.1145/3442188.3445922,10.1038/s41598-023-48019-2
10.1145/3442188.3445922,10.1002/9781394205639.ref
10.1145/3442188.3445922,10.1093/oso/9780197693025.003.0008
10.1145/3442188.3445922,10.1093/oso/9780197693025.003.0005
10.1145/3442188.3445922,10.1093/oso/9780197693025.003.0003
10.1145/3442188.3445922,10.1109/ICERCS57948.2023.10434081
10.1145/3442188.3445922,10.4018/979-8-3693-0074-9.ch006
10.1145/3442188.3445922,10.4018/979-8-3693-0074-9.ch005
10.1145/3442188.3445922,10.1007/s11841-023-00989-6
10.1145/3442188.3445922,10.1002/ohn.601
10.1145/3442188.3445922,10.1080/13658816.2023.2279978
10.1145/3442188.3445922,10.2478/abcsj-2023-0026
10.1145/3442188.3445922,10.1365/s40702-023-00997-7
10.1145/3442188.3445922,10.1257/jel.20231736
10.1145/3442188.3445922,10.1177/26349825231193226
10.1145/3442188.3445922,10.1177/08944393231152946
10.1145/3442188.3445922,10.1177/07356331231175999
10.1145/3442188.3445922,10.1177/02704676231216355
10.1145/3442188.3445922,10.1145/3642979.3642984
10.1145/3442188.3445922,10.1109/MTS.2023.3340232
10.1145/3442188.3445922,10.1109/ICDM58522.2023.00211
10.1145/3442188.3445922,10.1101/cshperspect.a041473
10.1145/3442188.3445922,10.1057/s41286-023-00170-x
10.1145/3442188.3445922,10.1016/j.birob.2023.100131
10.1145/3442188.3445922,10.1007/s41870-023-01543-w
10.1145/3442188.3445922,10.1007/s40171-023-00356-x
10.1145/3442188.3445922,10.1007/s13347-023-00687-8
10.1145/3442188.3445922,10.1007/s10579-023-09671-2
10.1145/3442188.3445922,10.1002/ets2.12374
10.1145/3442188.3445922,10.48175/IJARSCT-13700D
10.1145/3442188.3445922,10.1515/cclm-2023-1136
10.1145/3442188.3445922,10.1145/3605764.3623985
10.1145/3442188.3445922,10.1145/3580283
10.1145/3442188.3445922,10.3390/info14120638
10.1145/3442188.3445922,10.1007/978-3-031-49065-1_27
10.1145/3442188.3445922,10.1371/journal.pone.0277640
10.1145/3442188.3445922,10.1145/3626111.3628194
10.1145/3442188.3445922,10.1515/flin-2023-2034
10.1145/3442188.3445922,10.1145/3628096.3629066
10.1145/3442188.3445922,10.1145/3628096.3628752
10.1145/3442188.3445922,10.1145/3604237.3626867
10.1145/3442188.3445922,10.1080/19312458.2023.2285765
10.1145/3442188.3445922,10.1007/s00146-023-01804-z
10.1145/3442188.3445922,10.4018/979-8-3693-0815-8.ch014
10.1145/3442188.3445922,10.1515/les-2023-0024
10.1145/3442188.3445922,10.1080/03323315.2023.2284901
10.1145/3442188.3445922,10.3389/fbinf.2023.1304099
10.1145/3442188.3445922,10.3233/AIC-230063
10.1145/3442188.3445922,10.1080/19312458.2023.2277956
10.1145/3442188.3445922,10.1109/SNAMS60348.2023.10375471
10.1145/3442188.3445922,10.1109/SNAMS60348.2023.10375468
10.1145/3442188.3445922,10.1007/s43681-023-00367-5
10.1145/3442188.3445922,10.1007/s10916-023-02019-x
10.1145/3442188.3445922,10.3390/technologies11060165
10.1145/3442188.3445922,10.1111/1467-8551.12781
10.1145/3442188.3445922,10.1093/oxfordhb/9780197653609.013.14
10.1145/3442188.3445922,10.1038/s41562-023-01744-0
10.1145/3442188.3445922,10.1038/s41562-023-01742-2
10.1145/3442188.3445922,10.1038/s41562-023-01740-4
10.1145/3442188.3445922,10.1038/s41562-023-01726-2
10.1145/3442188.3445922,10.1038/s41562-023-01716-4
10.1145/3442188.3445922,10.1007/s42803-023-00075-w
10.1145/3442188.3445922,10.3390/electronics12224694
10.1145/3442188.3445922,10.1093/cid/ciad633
10.1145/3442188.3445922,10.1038/s41586-023-06647-8
10.1145/3442188.3445922,10.1145/3631802.3631842
10.1145/3442188.3445922,10.1145/3631802.3631829
10.1145/3442188.3445922,10.1145/3629606.3629672
10.1145/3442188.3445922,10.3390/app132212155
10.1145/3442188.3445922,10.1145/3582269.3615599
10.1145/3442188.3445922,10.1038/s43016-023-00867-x
10.1145/3442188.3445922,10.1007/s42438-023-00440-6
10.1145/3442188.3445922,10.1109/WNYISPW60588.2023.10349588
10.1145/3442188.3445922,10.1109/ICCCIS60361.2023.10425000
10.1145/3442188.3445922,10.1075/avt.00094.bac
10.1145/3442188.3445922,10.1021/acscatal.3c02743
10.1145/3442188.3445922,10.1080/15265161.2023.2263286
10.1145/3442188.3445922,10.1177/23998083231151688
10.1145/3442188.3445922,10.1145/3610283
10.1145/3442188.3445922,10.1136/bmjgh-2023-013874
10.1145/3442188.3445922,10.1109/MITP.2023.3340529
10.1145/3442188.3445922,10.1016/j.techsoc.2023.102372
10.1145/3442188.3445922,10.1016/j.ijinfomgt.2023.102725
10.1145/3442188.3445922,10.1016/j.geoforum.2023.103864
10.1145/3442188.3445922,10.1007/s00108-023-01601-2
10.1145/3442188.3445922,10.1002/cpe.7825
10.1145/3442188.3445922,10.1002/cav.2149
10.1145/3442188.3445922,10.1109/APSIPAASC58517.2023.10317226
10.1145/3442188.3445922,10.1145/3617694.3623261
10.1145/3442188.3445922,10.1145/3617694.3623256
10.1145/3442188.3445922,10.1145/3617694.3623226
10.1145/3442188.3445922,10.1145/3617694.3623221
10.1145/3442188.3445922,10.1145/3586183.3606719
10.1145/3442188.3445922,10.1109/ESEM56168.2023.10304803
10.1145/3442188.3445922,10.1007/s00146-023-01791-1
10.1145/3442188.3445922,10.1371/journal.pdig.0000367
10.1145/3442188.3445922,10.1109/WEEF-GEDC59520.2023.10343866
10.1145/3442188.3445922,10.1109/ISNCC58260.2023.10323792
10.1145/3442188.3445922,10.1145/3597638.3614548
10.1145/3442188.3445922,10.1038/s41746-023-00939-z
10.1145/3442188.3445922,10.3390/info14100574
10.1145/3442188.3445922,10.1038/s41598-023-45223-y
10.1145/3442188.3445922,10.1145/3622758.3622882
10.1145/3442188.3445922,10.1177/00905917231200826
10.1145/3442188.3445922,10.3145/thinkepi.2023.e17a28
10.1145/3442188.3445922,10.1177/27538699231206210
10.1145/3442188.3445922,10.1145/3584931.3606981
10.1145/3442188.3445922,10.1145/3584931.3606959
10.1145/3442188.3445922,10.1038/s44159-023-00241-5
10.1145/3442188.3445922,10.1021/jacs.3c04783
10.1145/3442188.3445922,10.1080/15512169.2023.2266848
10.1145/3442188.3445922,10.1073/pnas.2311627120
10.1145/3442188.3445922,10.1145/3610661.3617989
10.1145/3442188.3445922,10.1109/ISSRE59848.2023.00044
10.1145/3442188.3445922,10.1093/oso/9780192889898.003.0015
10.1145/3442188.3445922,10.1007/s00330-023-10213-1
10.1145/3442188.3445922,10.1080/19312458.2023.2261372
10.1145/3442188.3445922,10.1145/3616961.3616987
10.1145/3442188.3445922,10.1080/15265161.2023.2252311
10.1145/3442188.3445922,10.1080/15265161.2023.2250294
10.1145/3442188.3445922,10.1080/15265161.2023.2250284
10.1145/3442188.3445922,10.1080/15265161.2023.2250278
10.1145/3442188.3445922,10.1080/15265161.2023.2249851
10.1145/3442188.3445922,10.1080/15265161.2023.2233358
10.1145/3442188.3445922,10.1080/15265161.2023.2233357
10.1145/3442188.3445922,10.1109/ICCVW60793.2023.00041
10.1145/3442188.3445922,10.1080/07380569.2023.2244941
10.1145/3442188.3445922,10.1038/s42256-023-00720-7
10.1145/3442188.3445922,10.58680/ee20235618
